Princeton University,,,,,,,
Princeton University,348,Sexuality and China,Anthropology,ANT,Everett Y. Zhang,N/A,
Princeton University,350,Economic Anthropology and Pop-Culture,Anthropology,ANT,Carolyn M. Rouse,N/A,
Princeton University,351,Mediterranean Tolerance and Governance,Anthropology,ANT,Elizabeth A. Davis,N/A,
Princeton University,353,Anthropology/History in Greece & Cyprus,Anthropology,ANT,Elizabeth A. Davis,N/A,
Princeton University,360,Uses of Deception in Magic and Science,Anthropology,ANT,Rena S. Lederman,N/A,
Princeton University,361,Magic in American Social/Economic Life,Anthropology,ANT,Lawrence Rosen,N/A,
Princeton University,362,Biocultural Aspects of Human Diet,Anthropology,ANT,Alan E. Mann,N/A,
Princeton University,372,African Cultural Forms Political Spheres,Anthropology,ANT,Mahamadou L. Sagna,N/A,
Princeton University,379,"Black Europe: Race, Ethnicity, Diaspora",Anthropology,ANT,Laurie N. McIntosh,N/A,
Princeton University,390,History of Anthropological Theory,Anthropology,ANT,Carol J. Greenhouse; Elizabeth A. Davis; Lawrence Rosen,N/A,
Princeton University,396,Ethnography of Black Americans in U.S.,Anthropology,ANT,Judith S. Casselberry,N/A,
Princeton University,403,Race and Medicine,Anthropology,ANT,Carolyn M. Rouse,N/A,
Princeton University,405,Topics in Anthropology: Revisiting Sacrifice,Anthropology,ANT,Abdellah Hammoudi,N/A,
Princeton University,405,Topics in Anthropology: Anthropology of Labor,Anthropology,ANT,N/A,N/A,
Princeton University,413,Cultures and Critical Translation,Anthropology,ANT,James A. Boon,N/A,
Princeton University,419,Reading Contemporary Ethnography,Anthropology,ANT,Isabelle R. Clark-Deces,N/A,
Princeton University,423,Arab Society and Culture,Anthropology,ANT,N/A,N/A,
Princeton University,424,European Rituals and the Individual,Anthropology,ANT,John W. Borneman,N/A,
Princeton University,425,Post-War French Social Theory,Anthropology,ANT,Abdellah Hammoudi,N/A,
Princeton University,427,Democracy and Ethnography in the US,Anthropology,ANT,N/A,N/A,
Princeton University,428,Anthropological Lifeworks Compared,Anthropology,ANT,James A. Boon,N/A,
Princeton University,431,Biomedical Anthropology,Anthropology,ANT,Alan E. Mann,N/A,
Princeton University,432,The Anthropology of Memory,Anthropology,ANT,John W. Borneman,N/A,
Princeton University,433,"Initiation, Education and Apprenticeship",Anthropology,ANT,Graham M. Jones,N/A,
Princeton University,434,Native Americans in North America,Anthropology,ANT,Arthur J. Ray,N/A,
Princeton University,437,Japan in the New Millennium,Anthropology,ANT,Amy B. Borovoy,N/A,
Princeton University,437,What is a Good Society?,Anthropology,ANT,Amy B. Borovoy,N/A,
Princeton University,442,"Death, Aging, and Mortality",Anthropology,ANT,Janet M. Monge,N/A,
Princeton University,445,The Post Colonial Subject,Anthropology,ANT,Carolyn M. Rouse,N/A,
Princeton University,451,Visual Anthropology,Anthropology,ANT,Carolyn M. Rouse,N/A,
Princeton University,491,Critical Perspectives on Global Health,Anthropology,ANT,Jo?o Biehl; Joí¿ŒËŒ_o Biehl; Peter A. Locke,N/A,
Princeton University,500,RCR in Sociocultural Anthropology,Anthropology,ANT,Rena S. Lederman,N/A,
Princeton University,501,Proseminar in Anthropology,Anthropology,ANT,Abdellah Hammoudi; Isabelle R. Clark-Deces,N/A,
Princeton University,502,Proseminar in Anthropology,Anthropology,ANT,James A. Boon; John W. Borneman,N/A,
Princeton University,521,Topics in Theory and Practice of Anthrop: Anthropology of Memory,Anthropology,ANT,John W. Borneman,N/A,
Princeton University,522,Topics in Theory and Practice of Anthrop,Anthropology,ANT,N/A,N/A,
Princeton University,541,Topics in Social Anthropology: Disciplinary Practices,Anthropology,ANT,Rena S. Lederman,N/A,
Princeton University,541,Topics in Social Anthropology: Temporality and Ethnography,Anthropology,ANT,Carol J. Greenhouse,N/A,
Princeton University,541,Topics in Social Anthropology: Ethnography and Social Theory Today,Anthropology,ANT,Didier Fassin; Jo?o Biehl; Joí¿ŒËŒ_o Biehl,N/A,
Princeton University,549,Japan Anthropology in Historical Perspec,Anthropology,ANT,Amy B. Borovoy,N/A,
Princeton University,550,Topics in Social Theory and East Asia,Anthropology,ANT,Amy B. Borovoy,N/A,
Princeton University,570,Interdisciplinary Research: Anthropological Ethics and the Anthropology of Ethics,Anthropology,ANT,Rena S. Lederman,N/A,
Princeton University,570,Interdisciplinary Research: The Anthropology of Kinship,Anthropology,ANT,Isabelle R. Clark-Deces,N/A,
Princeton University,570,Interdisciplinary Research: The Anthropology of Globalization,Anthropology,ANT,Jo?o Biehl,N/A,
Princeton University,570,Interdisciplinary Research: Disciplines as Moral Orders,Anthropology,ANT,N/A,N/A,
Princeton University,583,Modernity and China (II): Medicine,Anthropology,ANT,Everett Y. Zhang,N/A,
Princeton University,584,Modernity and China (I): Power and Life,Anthropology,ANT,Everett Y. Zhang,N/A,
Princeton University,522A,Anthropology of Language,Anthropology,ANT,N/A,N/A,
Princeton University,522B,Sex and Gender in Anthropology,Anthropology,ANT,N/A,N/A,
Princeton University,503,Responsible Conduct of Research in Geosc,Atmospheric & Oceanic Sci,AOS,Allan M. Rubin; Anand Gnanadesikan; Bess B. Ward;  Daniel M. Sigman; Geoffrey K. Vallis; Gerta Keller; Jeroen Tromp; Jorge L. Sarmiento; Michael L. Bender; Ngar-Cheung Lau; Samuel G. Philander; Sonya A. Legg; Thomas S. Duffy,N/A,
Princeton University,522,Inverse methods: theory and applications,Atmospheric & Oceanic Sci,AOS,David M. Medvigy,N/A,
Princeton University,523,Water in the Atmosphere,Atmospheric & Oceanic Sci,AOS,N/A,N/A,
